1.25	61.13	0.00	62.00
2.38	61.15	1.00	62.00
3.66	66.27	2.00	67.00
4.74	68.25	3.00	69.00
5.80	70.31	4.00	71.00
8.35	67.95	5.00	67.00
9.12	65.75	6.00	66.00
9.97	65.20	7.00	64.00
11.72	72.74	8.00	72.00
12.86	72.74	9.00	72.00
14.10	72.84	10.00	72.00
16.49	72.29	11.00	71.00
17.00	72.95	12.00	72.00
17.64	74.74	13.00	74.00
20.10	68.00	14.00	67.00
20.75	68.10	15.00	67.00
21.36	67.83	16.00	67.00
22.45	65.94	17.00	66.00
23.54	67.96	18.00	67.00
24.63	69.87	19.00	69.00
-1.00	-1.00	20.00	-1.00
30.13	62.99	21.00	62.00
31.40	62.86	22.00	62.00
32.54	67.65	23.00	67.00
33.55	69.88	24.00	69.00
34.60	71.85	25.00	71.00
36.87	68.89	26.00	67.00
37.58	65.85	27.00	66.00
38.27	65.10	28.00	64.00
39.56	72.75	29.00	72.00
40.64	72.85	30.00	72.00
41.79	72.74	31.00	72.00
44.04	71.97	32.00	71.00
44.63	72.42	33.00	72.00
45.30	72.09	34.00	71.00
46.95	69.30	35.00	69.00
47.70	67.70	36.00	67.00
48.84	65.73	37.00	66.00
49.96	67.75	38.00	67.00
51.03	69.97	39.00	69.00
52.11	68.02	40.00	67.00
-1.00	-1.00	41.00	-1.00
