0.89	48.42	0.00	60.00
1.68	49.17	1.00	60.00
2.03	51.06	2.00	62.00
2.48	53.82	3.00	65.00
3.22	51.06	4.00	62.00
3.67	49.17	5.00	60.00
4.09	48.49	6.00	60.00
7.22	48.41	7.00	60.00
8.00	49.17	8.00	60.00
8.37	51.06	9.00	62.00
8.82	53.91	10.00	65.00
9.57	51.06	11.00	62.00
10.03	49.17	12.00	60.00
10.44	48.49	13.00	60.00
13.58	49.17	14.00	60.00
14.75	51.06	15.00	62.00
15.21	53.83	16.00	65.00
16.82	53.93	17.00	65.00
17.61	50.42	18.00	62.00
18.03	54.06	19.00	65.00
18.48	55.92	20.00	67.00
20.14	56.02	21.00	67.00
21.34	51.71	22.00	62.00
-1.00	-1.00	23.00	-1.00
-1.00	-1.00	24.00	-1.00
-1.00	-1.00	25.00	-1.00
-1.00	-1.00	26.00	-1.00
