TIMESTAMP,RECORDED PITCH,NOTE INDEX,EXPECTED PITCH
0.000000,nan,0,nan
0.490000,91.462372,1,92.498606
1.450000,89.148598,2,87.307058
1.805000,90.169235,3,92.498606
2.155000,79.388092,4,77.781746
2.455000,81.819229,5,82.406889
2.755000,77.593948,6,77.781746
3.065000,82.741585,7,82.406889
3.270000,92.936890,8,92.498606
4.105000,88.664642,9,87.307058
4.310000,91.134521,10,92.498606
4.785000,89.860115,11,87.307058
5.005000,92.160408,12,92.498606
5.440000,104.045883,13,103.826174
5.660000,117.296417,14,116.540940
5.895000,119.090729,15,116.540940
6.185000,123.744522,16,123.470825
7.360000,108.571609,17,110.000000
7.600000,114.551392,18,116.540940
7.835000,123.377228,19,123.470825
8.040000,115.912369,20,116.540940
8.325000,116.578186,21,116.540940
8.535000,104.438507,22,103.826174
