TIMESTAMP,RECORDED PITCH,NOTE INDEX,EXPECTED PITCH
0.000000,nan,0,nan
0.530000,86.129807,1,87.307058
0.820000,86.252930,2,87.307058
1.235000,109.189240,3,110.000000
1.500000,123.327431,4,123.470825
1.880000,104.476410,5,103.826174
2.095000,103.989143,6,103.826174
2.365000,90.601654,7,92.498606
2.580000,106.575630,8,103.826174
2.785000,93.613213,9,92.498606
3.065000,114.190674,10,116.540940
3.315000,119.765442,11,116.540940
3.545000,116.602295,12,116.540940
3.760000,93.003723,13,92.498606
3.985000,98.901985,14,97.998859
4.320000,96.845871,15,97.998859
4.670000,89.756592,16,87.307058
4.925000,99.839592,17,97.998859
5.180000,91.272003,18,92.498606
5.380000,101.193077,19,103.826174
5.615000,91.008575,20,92.498606
5.900000,104.811317,21,103.826174
6.165000,123.365974,22,123.470825
6.700000,121.092804,23,123.470825
6.900000,115.795219,24,116.540940
