TIMESTAMP,RECORDED PITCH,NOTE INDEX,EXPECTED PITCH
0.000000,473.047241,0,466.163762
0.895000,467.125305,1,466.163762
1.105000,559.655762,2,554.365262
1.485000,653.885376,3,659.255114
1.690000,626.580750,4,622.253967
2.740000,579.104187,5,587.329536
3.145000,554.473816,6,554.365262
3.345000,537.495178,7,523.251131
3.580000,549.386230,8,554.365262
3.790000,469.049438,9,466.163762
4.075000,473.670929,10,466.163762
4.395000,423.657959,11,415.304698
4.925000,431.235962,12,440.000000
5.155000,467.835449,13,466.163762
5.575000,373.648743,14,369.994423
5.800000,312.053558,15,311.126984
6.970000,nan,16,nan
