1.19	60.22	0.00	60.00
1.56	68.78	1.00	69.00
2.03	67.13	2.00	67.00
2.45	64.32	3.00	65.00
2.88	60.31	4.00	60.00
4.55	61.07	5.00	60.00
4.94	68.89	6.00	69.00
5.33	67.24	7.00	67.00
5.72	65.06	8.00	65.00
6.13	62.24	9.00	62.00
7.82	62.06	10.00	62.00
8.27	70.14	11.00	70.00
8.67	68.96	12.00	69.00
9.09	66.78	13.00	67.00
9.51	64.23	14.00	64.00
11.30	72.11	15.00	72.00
11.65	72.22	16.00	72.00
12.09	70.32	17.00	70.00
12.46	66.90	18.00	67.00
12.88	69.06	19.00	69.00
14.47	61.80	20.00	60.00
14.87	69.03	21.00	69.00
15.23	66.92	22.00	67.00
15.60	64.44	23.00	65.00
15.99	60.11	24.00	60.00
17.50	60.49	25.00	60.00
17.88	69.23	26.00	69.00
18.24	67.17	27.00	67.00
18.63	65.11	28.00	65.00
19.03	62.13	29.00	62.00
20.65	62.09	30.00	62.00
21.06	70.24	31.00	70.00
21.43	68.89	32.00	69.00
21.84	66.82	33.00	67.00
22.23	72.26	34.00	72.00
22.61	72.16	35.00	72.00
23.02	72.25	36.00	72.00
24.52	74.24	37.00	74.00
24.89	72.30	38.00	72.00
25.30	68.79	39.00	70.00
26.56	74.17	-1.00	19.00
27.00	72.34	-1.00	19.00
27.42	69.09	-1.00	19.00
28.47	73.86	-1.00	19.00
29.10	71.94	-1.00	19.00
29.51	70.29	-1.00	19.00
29.88	67.21	40.00	67.00
30.29	65.09	41.00	65.00
