0.54	66.28	20.00	66.31
0.91	63.95	21.00	63.27
1.27	64.42	22.00	64.45
1.66	66.21	23.00	66.16
2.03	68.68	24.00	68.42
2.40	66.81	25.00	66.58
2.75	64.36	26.00	64.49
3.16	61.73	27.00	61.27
3.48	63.36	28.00	63.14
3.82	64.36	29.00	64.32
4.46	66.84	30.00	66.70
4.64	64.97	31.00	64.96
4.85	63.71	32.00	63.34
5.19	60.03	33.00	59.92
5.59	61.81	34.00	61.60
5.94	63.85	35.00	63.51
6.66	64.97	36.00	64.88
7.06	66.81	37.00	66.52
7.44	64.91	38.00	64.79
7.79	63.88	39.00	63.47
8.17	63.67	40.00	61.94
8.59	62.15	41.00	59.47
9.59	59.98	42.00	67.49
10.00	67.69	43.00	65.34
10.37	65.05	44.00	64.22
10.77	64.40	45.00	62.16
11.80	62.17	46.00	59.66
12.19	59.93	47.00	67.22
12.56	67.20	48.00	65.41
12.92	65.78	49.00	64.10
13.28	64.33	50.00	62.58
14.20	62.06	51.00	62.01
14.73	59.88	52.00	59.68
15.05	60.12	53.00	59.88
15.24	62.02	54.00	61.73
15.43	63.77	55.00	63.28
15.60	65.07	56.00	64.94
15.86	66.93	57.00	66.59
16.21	67.91	58.00	67.83
16.44	65.82	59.00	65.44
16.65	63.92	60.00	63.32
17.03	64.85	61.00	64.75
17.42	61.74	62.00	61.60
17.78	61.93	63.00	60.02
17.98	60.19	64.00	59.39
18.19	59.85	65.00	0.00
