3.32	47.05	4.00	60.00
4.97	47.91	5.00	60.00
5.34	55.76	6.00	69.00
5.78	54.02	7.00	67.00
6.20	52.04	8.00	65.00
6.60	49.08	9.00	62.00
8.40	49.12	10.00	62.00
8.94	57.95	11.00	70.00
9.31	56.68	12.00	69.00
9.74	53.91	13.00	67.00
10.18	51.71	14.00	64.00
11.94	59.94	15.00	72.00
12.31	59.13	16.00	72.00
12.75	57.43	17.00	70.00
13.14	54.89	18.00	67.00
13.59	56.87	19.00	69.00
15.20	46.24	20.00	60.00
15.59	56.06	21.00	69.00
16.01	54.16	22.00	67.00
16.43	52.03	23.00	65.00
16.83	47.82	24.00	60.00
18.35	46.27	25.00	60.00
18.77	56.10	26.00	69.00
19.18	53.94	27.00	67.00
19.59	52.12	28.00	65.00
20.11	49.10	29.00	62.00
21.53	49.16	30.00	62.00
22.07	57.17	31.00	70.00
22.45	55.97	32.00	69.00
22.79	53.05	33.00	67.00
23.17	59.37	34.00	72.00
23.53	59.06	35.00	72.00
23.94	59.16	36.00	72.00
24.75	61.17	37.00	74.00
25.12	59.22	38.00	72.00
25.64	57.37	39.00	70.00
26.07	54.26	40.00	67.00
26.50	52.82	41.00	65.00
